ID,Song Name,Artist,BPM,Language,Mood Target,Stress Level,Pain Relief,Type,Duration,Evidence Based
750,A Sky Full of Stars,Adele,79,English,Depression Support,Medium,Yes,Acoustic,3:53,Yes
751,Believer,A R Rahman,80,Korean,Stress Relief,High,Yes,Classical,2:47,Yes
752,Tum Hi Ho,A R Rahman,103,English,Anxiety Relief,Medium,Yes,Ambient,2:19,Yes
753,Tum Hi Ho,The Weeknd,166,Korean,Period Pain Relief,High,Yes,Ambient,4:15,No
754,Kun Faya Kun,Ludovico Einaudi,84,English,Anxiety Relief,High,Yes,Ambient,8:33,Partial
755,River Flows in You,The Weeknd,120,Hindi,Sleep Aid,High,No,Lo-fi,4:51,Yes
756,Raataan Lambiyan,The Weeknd,129,Hindi,Mood Boost,High,No,Ambient,8:36,No
757,Someone Like You,Yiruma,154,Korean,Period Pain Relief,High,Yes,Classical,5:05,Partial
758,Shape of You,Lady Gaga,106,Tamil,Period Pain Relief,Medium,Yes,Lo-fi,6:42,Partial
759,Sunflower,Imagine Dragons,90,Korean,Anxiety Relief,High,No,Lo-fi,3:11,Partial
760,Happy,Lady Gaga,82,Korean,Stress Relief,Medium,Yes,Ambient,8:25,No
761,Lovely,Adele,62,Hindi,Sleep Aid,Low,Yes,Acoustic,5:09,Yes
762,Tum Hi Ho,Imagine Dragons,54,Tamil,Period Pain Relief,Medium,Yes,Devotional,2:47,Yes
763,Weightless,Imagine Dragons,129,Korean,Anxiety Relief,Medium,No,Lo-fi,7:08,Partial
764,Weightless,Ed Sheeran,77,Korean,Mood Boost,Low,No,Acoustic,3:42,No
765,Ocean Eyes,The Weeknd,155,Korean,Stress Relief,Low,No,Ambient,4:41,Partial
766,Someone Like You,Leonard Cohen,64,English,Period Pain Relief,High,Yes,Pop,5:04,No
767,Raataan Lambiyan,Marconi Union,83,English,Anxiety Relief,Low,No,Devotional,6:19,No
768,Blinding Lights,Ludovico Einaudi,73,Korean,Depression Support,Low,Yes,Classical,6:18,Partial
769,River Flows in You,Arijit Singh,104,Korean,Depression Support,Medium,Yes,Lo-fi,7:26,Partial
770,Shallow,Ed Sheeran,144,Instrumental,Period Pain Relief,Low,Yes,Ambient,3:25,Yes
771,Shape of You,Lady Gaga,69,English,Anxiety Relief,Medium,Yes,Acoustic,2:16,No
772,Tum Hi Ho,Post Malone,104,English,Period Pain Relief,High,Yes,Ambient,5:38,No
773,Happy,Imagine Dragons,160,Hindi,Sleep Aid,Medium,Yes,Devotional,2:13,Partial
774,Sunflower,Arijit Singh,137,Korean,Mood Boost,High,No,Pop,5:33,Partial
775,Shape of You,Arijit Singh,109,Hindi,Period Pain Relief,High,Yes,Ambient,4:22,Partial
776,Let It Be,Billie Eilish,52,English,Anxiety Relief,Medium,Yes,Pop,5:40,No
777,Happy,The Beatles,117,Instrumental,Mood Boost,Low,Yes,Acoustic,5:59,Yes
778,Happy,Coldplay,143,Tamil,Depression Support,Low,Yes,Pop,7:30,Yes
779,Raataan Lambiyan,Pharrell Williams,128,Korean,Sleep Aid,High,No,Ambient,8:56,No
780,Perfect,The Weeknd,141,Korean,Anxiety Relief,High,No,Acoustic,4:48,No
781,Tum Hi Ho,Coldplay,103,Korean,Anxiety Relief,Medium,Yes,Lo-fi,6:14,No
782,Blinding Lights,Post Malone,52,Instrumental,Period Pain Relief,Medium,Yes,Acoustic,6:08,No
783,Let It Be,Post Malone,79,English,Period Pain Relief,Medium,Yes,Pop,8:56,Partial
784,A Sky Full of Stars,Arijit Singh,143,English,Anxiety Relief,Low,No,Ambient,2:46,Yes
785,Perfect,The Beatles,141,Tamil,Depression Support,High,No,Lo-fi,5:06,Yes
786,Tum Hi Ho,Marconi Union,115,Tamil,Period Pain Relief,Medium,Yes,Pop,8:46,Partial
787,Tum Hi Ho,Post Malone,72,Hindi,Stress Relief,Low,Yes,Classical,4:11,No
788,Lovely,Arijit Singh,159,English,Anxiety Relief,Medium,Yes,Pop,6:56,Yes
789,Weightless,Coldplay,138,Korean,Stress Relief,High,No,Pop,6:05,Yes
790,Raataan Lambiyan,Imagine Dragons,116,Instrumental,Mood Boost,Medium,No,Classical,3:03,No
791,Ocean Eyes,A R Rahman,126,Hindi,Period Pain Relief,Medium,Yes,Classical,4:38,No
792,Sunflower,Imagine Dragons,133,Korean,Mood Boost,Low,Yes,Acoustic,3:08,Yes
793,Kun Faya Kun,Imagine Dragons,58,Tamil,Depression Support,Medium,No,Classical,6:56,Yes
794,Hallelujah,A R Rahman,170,Hindi,Sleep Aid,Medium,Yes,Devotional,6:09,No
795,Raataan Lambiyan,Ed Sheeran,125,Instrumental,Mood Boost,Medium,No,Devotional,8:48,Partial
796,Nuvole Bianche,Ed Sheeran,126,Korean,Sleep Aid,Low,Yes,Pop,4:14,No
797,Weightless,Yiruma,169,English,Mood Boost,Low,Yes,Devotional,5:02,Partial
798,Raataan Lambiyan,Lady Gaga,69,Korean,Anxiety Relief,Medium,Yes,Ambient,8:00,Partial
799,Kun Faya Kun,Ludovico Einaudi,112,Korean,Depression Support,Medium,Yes,Pop,8:50,No
800,Fix You,Yiruma,77,Korean,Depression Support,Medium,No,Classical,5:00,Partial
801,Lovely,A R Rahman,167,Tamil,Sleep Aid,Medium,Yes,Pop,6:31,No
802,Kun Faya Kun,The Weeknd,81,English,Stress Relief,Low,Yes,Classical,2:40,No
803,River Flows in You,Coldplay,147,Hindi,Sleep Aid,High,No,Acoustic,3:50,Partial
804,Weightless,Lady Gaga,137,Korean,Sleep Aid,High,Yes,Ambient,7:47,Yes
805,Believer,Post Malone,64,Korean,Depression Support,High,Yes,Devotional,2:09,Partial
806,Raataan Lambiyan,Leonard Cohen,146,Hindi,Mood Boost,High,Yes,Lo-fi,3:01,Partial
807,Hallelujah,Marconi Union,62,English,Period Pain Relief,High,Yes,Ambient,6:38,No
808,Blinding Lights,Arijit Singh,65,Hindi,Stress Relief,Medium,Yes,Ambient,6:35,Partial
809,Tum Hi Ho,Coldplay,88,English,Stress Relief,High,No,Acoustic,4:12,Yes
810,Shape of You,Imagine Dragons,138,English,Period Pain Relief,High,Yes,Devotional,8:07,Partial
811,Perfect,Arijit Singh,70,Korean,Sleep Aid,Medium,Yes,Pop,7:13,Yes
812,Weightless,A R Rahman,128,Korean,Mood Boost,Low,No,Acoustic,5:23,No
813,Perfect,Leonard Cohen,109,Hindi,Sleep Aid,High,No,Acoustic,6:20,Yes
814,Blinding Lights,The Beatles,129,Korean,Anxiety Relief,High,No,Pop,8:25,No
815,Someone Like You,Marconi Union,82,Instrumental,Period Pain Relief,High,Yes,Ambient,5:27,Yes
816,River Flows in You,Arijit Singh,98,Korean,Period Pain Relief,Low,Yes,Acoustic,8:15,Yes
817,Believer,Leonard Cohen,54,English,Stress Relief,Medium,No,Devotional,6:00,Yes
818,Raataan Lambiyan,Adele,113,English,Stress Relief,Low,No,Acoustic,5:37,No
819,River Flows in You,Arijit Singh,136,Instrumental,Period Pain Relief,Medium,Yes,Ambient,2:06,No
820,Believer,Adele,160,Korean,Period Pain Relief,Medium,Yes,Acoustic,3:59,Partial
821,Shape of You,Ludovico Einaudi,157,English,Stress Relief,Low,Yes,Devotional,7:51,Yes
822,Nuvole Bianche,Lady Gaga,153,Instrumental,Anxiety Relief,High,No,Acoustic,2:24,No
823,Ocean Eyes,Ludovico Einaudi,86,English,Anxiety Relief,Low,No,Pop,4:54,No
824,Blinding Lights,Pharrell Williams,115,English,Depression Support,Medium,No,Classical,6:28,Partial
825,A Sky Full of Stars,Marconi Union,87,Tamil,Stress Relief,High,No,Lo-fi,7:34,No
826,Tum Hi Ho,Post Malone,154,Tamil,Sleep Aid,High,No,Lo-fi,8:33,Yes
827,Blinding Lights,Arijit Singh,155,Hindi,Sleep Aid,High,No,Devotional,8:06,Partial
828,Tum Hi Ho,Lady Gaga,54,Korean,Anxiety Relief,Low,No,Lo-fi,8:33,No
829,River Flows in You,Post Malone,73,Instrumental,Sleep Aid,High,Yes,Lo-fi,7:09,Yes
830,Blinding Lights,Pharrell Williams,148,English,Mood Boost,Low,Yes,Lo-fi,7:14,No
831,Happy,Billie Eilish,135,Korean,Stress Relief,Medium,Yes,Classical,3:11,Yes
832,Kun Faya Kun,Ludovico Einaudi,71,Instrumental,Depression Support,Medium,No,Lo-fi,8:32,Yes
833,Believer,Billie Eilish,108,English,Anxiety Relief,Medium,No,Classical,7:53,Yes
834,A Sky Full of Stars,Post Malone,69,Korean,Stress Relief,Low,No,Classical,8:05,No
835,Happy,Yiruma,60,Tamil,Period Pain Relief,High,Yes,Lo-fi,8:06,Yes
836,Hallelujah,Yiruma,151,Tamil,Stress Relief,Low,No,Classical,5:48,Partial
837,Ocean Eyes,Ludovico Einaudi,76,Instrumental,Mood Boost,High,Yes,Acoustic,2:02,Yes
838,Shallow,Marconi Union,109,Instrumental,Depression Support,Low,Yes,Acoustic,2:03,Partial
839,Let It Be,Ed Sheeran,136,Korean,Period Pain Relief,Low,Yes,Classical,5:38,Yes
840,Hallelujah,Leonard Cohen,110,Instrumental,Stress Relief,Low,Yes,Pop,4:27,No
841,Believer,A R Rahman,137,Korean,Depression Support,Medium,No,Pop,5:15,Yes
842,Kun Faya Kun,Leonard Cohen,104,English,Period Pain Relief,Low,Yes,Lo-fi,5:46,No
843,Raataan Lambiyan,Marconi Union,106,English,Depression Support,Low,Yes,Lo-fi,5:35,No
844,Tum Hi Ho,Imagine Dragons,65,Instrumental,Sleep Aid,Low,No,Pop,4:40,Yes
845,Shallow,Imagine Dragons,103,Instrumental,Stress Relief,High,Yes,Ambient,5:22,Partial
846,Shallow,The Weeknd,107,Korean,Sleep Aid,Low,No,Lo-fi,6:15,Yes
847,Fix You,Billie Eilish,157,English,Stress Relief,Medium,No,Ambient,2:41,Yes
848,Raataan Lambiyan,Imagine Dragons,144,Korean,Depression Support,Medium,No,Classical,7:14,Partial
849,A Sky Full of Stars,Ed Sheeran,69,Korean,Sleep Aid,Low,Yes,Pop,2:39,Partial
850,Let It Be,Coldplay,155,Instrumental,Sleep Aid,High,No,Pop,6:46,Partial
851,Weightless,The Weeknd,118,Hindi,Sleep Aid,High,Yes,Devotional,2:06,No
852,Shallow,Coldplay,120,Korean,Anxiety Relief,High,No,Pop,8:33,No
853,River Flows in You,Post Malone,145,Hindi,Period Pain Relief,High,Yes,Pop,7:21,Partial
854,Someone Like You,Adele,167,Hindi,Anxiety Relief,High,No,Acoustic,6:23,Yes
855,Kun Faya Kun,Arijit Singh,115,English,Depression Support,Low,No,Lo-fi,2:51,No
856,Ocean Eyes,Leonard Cohen,98,Instrumental,Stress Relief,Medium,No,Lo-fi,2:13,No
857,Let It Be,A R Rahman,147,Tamil,Stress Relief,High,Yes,Acoustic,7:20,No
858,Blinding Lights,Marconi Union,79,Instrumental,Depression Support,Medium,No,Ambient,8:39,Partial
859,Blinding Lights,Lady Gaga,93,Korean,Depression Support,Medium,Yes,Pop,8:50,Partial
860,Shape of You,A R Rahman,69,Tamil,Sleep Aid,High,Yes,Ambient,4:39,No
861,Weightless,Post Malone,162,Hindi,Depression Support,Low,Yes,Acoustic,5:59,Partial
862,Shape of You,Coldplay,59,English,Stress Relief,Medium,No,Pop,6:04,No
863,Ocean Eyes,Billie Eilish,162,Instrumental,Period Pain Relief,Low,Yes,Acoustic,6:16,Partial
864,Ocean Eyes,Yiruma,154,Tamil,Mood Boost,Low,No,Classical,3:40,No
865,Let It Be,Leonard Cohen,70,Tamil,Anxiety Relief,Low,Yes,Pop,4:53,Yes
866,Sunflower,Imagine Dragons,103,English,Mood Boost,Medium,No,Lo-fi,4:38,No
867,Weightless,Lady Gaga,106,Instrumental,Anxiety Relief,Medium,Yes,Lo-fi,2:00,Yes
868,Perfect,The Beatles,115,Instrumental,Stress Relief,Medium,No,Lo-fi,5:56,Partial
869,Fix You,Lady Gaga,62,Hindi,Anxiety Relief,High,Yes,Ambient,7:30,Yes
870,Shallow,Arijit Singh,106,Instrumental,Stress Relief,Low,Yes,Pop,8:53,No
871,Sunflower,Marconi Union,133,Hindi,Sleep Aid,Medium,Yes,Lo-fi,2:10,Yes
872,Happy,Post Malone,77,Instrumental,Mood Boost,High,Yes,Acoustic,4:06,Yes
873,Sunflower,Post Malone,58,English,Stress Relief,Medium,Yes,Classical,7:58,Partial
874,Raataan Lambiyan,Adele,100,Korean,Stress Relief,Medium,No,Pop,3:38,Yes
875,Hallelujah,Leonard Cohen,137,Instrumental,Period Pain Relief,Low,Yes,Devotional,4:08,Yes
876,Kun Faya Kun,Lady Gaga,77,Hindi,Anxiety Relief,Medium,Yes,Acoustic,7:11,No
877,Perfect,Lady Gaga,156,Hindi,Anxiety Relief,High,No,Acoustic,4:26,Yes
878,Someone Like You,Billie Eilish,119,Korean,Period Pain Relief,Low,Yes,Acoustic,4:13,Yes
879,Shallow,Ed Sheeran,84,Korean,Anxiety Relief,Low,No,Lo-fi,8:57,Partial
880,Hallelujah,Ludovico Einaudi,167,English,Anxiety Relief,Low,No,Acoustic,6:46,Partial
881,Believer,Post Malone,67,Hindi,Depression Support,High,Yes,Classical,6:11,No
882,Shape of You,The Weeknd,84,English,Anxiety Relief,High,Yes,Lo-fi,8:59,Yes
883,Hallelujah,Yiruma,170,Korean,Period Pain Relief,Low,Yes,Lo-fi,4:23,Partial
884,Fix You,Marconi Union,142,Korean,Sleep Aid,High,Yes,Lo-fi,7:05,No
885,Weightless,Yiruma,77,Tamil,Period Pain Relief,Low,Yes,Devotional,4:38,No
886,Ocean Eyes,The Beatles,56,Korean,Anxiety Relief,High,No,Devotional,3:21,Partial
887,Hallelujah,Coldplay,132,Korean,Stress Relief,High,Yes,Acoustic,3:12,No
888,Tum Hi Ho,Ludovico Einaudi,111,Korean,Sleep Aid,High,Yes,Pop,8:20,Yes
889,Perfect,Post Malone,156,English,Mood Boost,High,Yes,Ambient,2:12,No
890,Someone Like You,Yiruma,120,English,Mood Boost,Low,Yes,Acoustic,6:36,No
891,Fix You,The Beatles,116,Hindi,Stress Relief,High,Yes,Ambient,4:25,Partial
892,A Sky Full of Stars,Adele,60,Tamil,Sleep Aid,Low,No,Lo-fi,4:22,Yes
893,Shallow,Ed Sheeran,95,Instrumental,Sleep Aid,Low,No,Lo-fi,2:05,Yes
894,Nuvole Bianche,The Weeknd,111,Tamil,Anxiety Relief,High,No,Ambient,5:52,Partial
895,Let It Be,Billie Eilish,101,Instrumental,Stress Relief,Medium,Yes,Classical,3:50,No
896,Happy,Ludovico Einaudi,160,Korean,Depression Support,High,Yes,Ambient,4:58,Partial
897,Hallelujah,Adele,157,Tamil,Anxiety Relief,Low,No,Lo-fi,8:08,Partial
898,Kun Faya Kun,Arijit Singh,98,Tamil,Anxiety Relief,Low,Yes,Devotional,6:09,No
899,A Sky Full of Stars,Marconi Union,117,English,Mood Boost,Medium,Yes,Acoustic,6:01,No
900,River Flows in You,The Beatles,129,Korean,Stress Relief,High,Yes,Devotional,5:13,Yes
901,Happy,The Weeknd,126,Hindi,Sleep Aid,Medium,Yes,Lo-fi,2:24,Partial
902,Someone Like You,Imagine Dragons,55,Tamil,Anxiety Relief,High,No,Pop,3:37,Yes
903,Nuvole Bianche,Imagine Dragons,164,English,Anxiety Relief,Medium,Yes,Lo-fi,4:29,No
904,Raataan Lambiyan,Yiruma,126,English,Anxiety Relief,Low,Yes,Classical,5:01,No
905,Shallow,Adele,55,English,Stress Relief,High,No,Acoustic,3:45,Yes
906,Lovely,Lady Gaga,79,Instrumental,Stress Relief,Low,No,Classical,5:55,No
907,Nuvole Bianche,Arijit Singh,63,Tamil,Stress Relief,High,Yes,Acoustic,2:41,Yes
908,Perfect,A R Rahman,61,Korean,Sleep Aid,Medium,No,Acoustic,7:03,No
909,Shape of You,Coldplay,51,Tamil,Sleep Aid,Low,No,Acoustic,3:27,No
910,Tum Hi Ho,Lady Gaga,54,Hindi,Depression Support,Medium,No,Devotional,3:03,Yes
911,Nuvole Bianche,Pharrell Williams,166,Tamil,Stress Relief,High,Yes,Classical,4:16,Partial
912,Shape of You,Adele,166,Instrumental,Stress Relief,Low,No,Pop,3:13,Yes
913,Hallelujah,Lady Gaga,111,Korean,Mood Boost,Medium,Yes,Lo-fi,4:01,Partial
914,Believer,Post Malone,114,Tamil,Mood Boost,Medium,Yes,Pop,2:57,Yes
915,Sunflower,Leonard Cohen,61,Instrumental,Depression Support,Low,No,Acoustic,7:05,No
916,Someone Like You,Yiruma,99,Korean,Stress Relief,Low,No,Lo-fi,7:10,Yes
917,Let It Be,The Beatles,93,Instrumental,Depression Support,High,Yes,Classical,4:36,Partial
918,Sunflower,Adele,116,Korean,Stress Relief,Medium,Yes,Acoustic,8:00,No
919,Shape of You,Leonard Cohen,69,Korean,Sleep Aid,Low,No,Devotional,5:59,Partial
920,Weightless,Marconi Union,63,Instrumental,Mood Boost,Low,No,Acoustic,4:01,No
921,Someone Like You,Yiruma,63,Korean,Period Pain Relief,High,Yes,Devotional,4:07,Partial
922,Raataan Lambiyan,Pharrell Williams,88,Korean,Anxiety Relief,Low,No,Devotional,5:35,Partial
923,Ocean Eyes,Pharrell Williams,119,Hindi,Depression Support,Low,Yes,Classical,3:41,Partial
924,Weightless,Ludovico Einaudi,121,Hindi,Mood Boost,Low,No,Classical,8:54,Yes
925,Kun Faya Kun,Marconi Union,98,Hindi,Depression Support,High,Yes,Devotional,8:08,Partial
926,Raataan Lambiyan,Pharrell Williams,147,Tamil,Stress Relief,High,Yes,Devotional,7:41,Partial
927,A Sky Full of Stars,Arijit Singh,58,Korean,Stress Relief,Medium,Yes,Acoustic,3:49,Yes
928,Perfect,Post Malone,93,Hindi,Depression Support,High,No,Ambient,5:39,No
929,Sunflower,Lady Gaga,108,Tamil,Stress Relief,Low,No,Ambient,8:07,Partial
930,Believer,Lady Gaga,137,Hindi,Mood Boost,Low,Yes,Lo-fi,3:57,Partial
931,Kun Faya Kun,Lady Gaga,120,Instrumental,Stress Relief,Medium,Yes,Devotional,8:48,Partial
932,Perfect,Ed Sheeran,87,Instrumental,Depression Support,High,No,Devotional,6:04,Partial
933,River Flows in You,A R Rahman,115,Tamil,Anxiety Relief,Medium,No,Ambient,7:08,No
934,Believer,Lady Gaga,168,English,Mood Boost,High,No,Classical,5:16,Yes
935,Fix You,Adele,113,Tamil,Mood Boost,High,No,Classical,4:39,Yes
936,Let It Be,Leonard Cohen,170,Instrumental,Stress Relief,Medium,No,Ambient,8:41,No
937,Tum Hi Ho,A R Rahman,67,Hindi,Depression Support,Medium,Yes,Pop,4:32,No
938,Happy,Yiruma,73,Instrumental,Mood Boost,Medium,No,Acoustic,5:45,No
939,Perfect,Ed Sheeran,159,Tamil,Sleep Aid,High,No,Classical,4:36,No
940,Ocean Eyes,Coldplay,145,Tamil,Anxiety Relief,Medium,No,Lo-fi,7:04,Yes
941,Nuvole Bianche,Coldplay,158,English,Anxiety Relief,Medium,Yes,Devotional,7:37,Partial
942,Shallow,A R Rahman,117,Hindi,Period Pain Relief,High,Yes,Lo-fi,3:36,Yes
943,Tum Hi Ho,Imagine Dragons,97,Tamil,Mood Boost,High,Yes,Lo-fi,2:36,No
944,Tum Hi Ho,Arijit Singh,109,Instrumental,Depression Support,High,No,Ambient,2:16,Partial
945,Raataan Lambiyan,Arijit Singh,70,Korean,Sleep Aid,Medium,No,Devotional,7:23,Partial
946,Hallelujah,The Beatles,155,Instrumental,Anxiety Relief,High,Yes,Devotional,5:17,Partial
947,Sunflower,Ludovico Einaudi,86,English,Stress Relief,High,Yes,Pop,3:23,No
948,River Flows in You,The Beatles,98,English,Anxiety Relief,High,Yes,Acoustic,8:13,No
949,Ocean Eyes,Coldplay,120,Instrumental,Depression Support,Medium,Yes,Devotional,6:02,Yes
950,Weightless,The Weeknd,94,English,Depression Support,Low,Yes,Devotional,8:35,Partial
951,Fix You,Imagine Dragons,137,Instrumental,Mood Boost,Medium,No,Acoustic,4:33,Partial
952,Weightless,The Weeknd,80,Tamil,Depression Support,Medium,Yes,Ambient,4:58,Yes
953,Fix You,Pharrell Williams,142,Hindi,Stress Relief,Low,No,Pop,6:38,No
954,Raataan Lambiyan,Imagine Dragons,149,Tamil,Mood Boost,Low,Yes,Classical,3:52,No
955,Lovely,Marconi Union,64,Instrumental,Period Pain Relief,Medium,Yes,Lo-fi,3:20,Partial
956,Sunflower,Marconi Union,67,English,Sleep Aid,High,Yes,Devotional,3:46,Partial
957,Weightless,Leonard Cohen,61,Tamil,Anxiety Relief,Medium,No,Lo-fi,2:09,No
958,Sunflower,Adele,114,Hindi,Anxiety Relief,Medium,No,Devotional,5:48,Partial
959,Shape of You,Marconi Union,64,Hindi,Anxiety Relief,Medium,Yes,Devotional,4:14,Yes
960,Kun Faya Kun,Arijit Singh,106,Korean,Depression Support,Low,Yes,Lo-fi,4:54,Yes
961,Fix You,Ed Sheeran,65,Hindi,Period Pain Relief,Medium,Yes,Classical,7:25,No
962,Hallelujah,The Weeknd,164,English,Period Pain Relief,High,Yes,Acoustic,4:44,Partial
963,Tum Hi Ho,Ed Sheeran,60,Hindi,Mood Boost,Low,Yes,Classical,6:50,Yes
964,Shallow,Lady Gaga,161,Instrumental,Depression Support,Low,No,Pop,3:27,No
965,Weightless,Marconi Union,158,Hindi,Mood Boost,Medium,Yes,Acoustic,5:59,Yes
966,Raataan Lambiyan,Marconi Union,65,Korean,Period Pain Relief,Low,Yes,Lo-fi,4:33,Partial
967,Happy,A R Rahman,126,Korean,Mood Boost,Low,Yes,Acoustic,2:49,Yes
968,Lovely,Post Malone,112,Tamil,Anxiety Relief,Low,No,Classical,4:07,Yes
969,River Flows in You,The Weeknd,69,English,Anxiety Relief,Medium,Yes,Devotional,4:59,Yes
970,Someone Like You,Arijit Singh,167,Instrumental,Sleep Aid,Medium,Yes,Ambient,7:13,Yes
971,Sunflower,Coldplay,105,Korean,Depression Support,High,Yes,Lo-fi,5:47,Yes
972,Blinding Lights,Billie Eilish,118,Korean,Period Pain Relief,Low,Yes,Ambient,4:28,Yes
973,Let It Be,Yiruma,155,Instrumental,Stress Relief,Medium,No,Acoustic,6:18,No
974,River Flows in You,Adele,110,Tamil,Sleep Aid,Low,Yes,Devotional,3:55,Yes
975,Blinding Lights,Billie Eilish,157,English,Period Pain Relief,High,Yes,Classical,5:39,Yes
976,A Sky Full of Stars,Leonard Cohen,140,English,Stress Relief,Low,No,Devotional,2:49,Partial
977,Weightless,Pharrell Williams,114,Instrumental,Anxiety Relief,Medium,Yes,Classical,6:01,Partial
978,River Flows in You,Coldplay,94,Instrumental,Anxiety Relief,High,No,Ambient,5:42,Yes
979,Raataan Lambiyan,Marconi Union,51,Instrumental,Mood Boost,High,Yes,Pop,7:22,No
980,Nuvole Bianche,Pharrell Williams,107,Korean,Period Pain Relief,High,Yes,Classical,6:26,No
981,Weightless,Leonard Cohen,170,Korean,Anxiety Relief,Low,No,Acoustic,5:32,No
982,Raataan Lambiyan,Lady Gaga,115,English,Depression Support,Low,Yes,Lo-fi,8:51,No
983,Believer,Lady Gaga,85,Hindi,Depression Support,High,Yes,Classical,7:37,Yes
984,Kun Faya Kun,Yiruma,114,Instrumental,Depression Support,High,Yes,Classical,8:31,Yes
985,Shape of You,The Weeknd,145,Instrumental,Anxiety Relief,Medium,Yes,Classical,4:52,Partial
986,Fix You,Yiruma,113,Tamil,Anxiety Relief,Medium,Yes,Ambient,3:41,Partial
987,Raataan Lambiyan,The Beatles,111,Tamil,Mood Boost,High,No,Acoustic,2:39,No
988,Lovely,Ludovico Einaudi,128,Korean,Depression Support,Medium,Yes,Pop,2:14,No
989,Weightless,Lady Gaga,114,Hindi,Sleep Aid,High,Yes,Lo-fi,4:11,Yes
990,Let It Be,Lady Gaga,117,Korean,Mood Boost,High,Yes,Lo-fi,6:25,Yes
991,Someone Like You,Pharrell Williams,134,Korean,Period Pain Relief,High,Yes,Acoustic,6:02,Yes
992,Happy,Lady Gaga,73,Korean,Stress Relief,Low,Yes,Ambient,3:58,No
993,Weightless,The Weeknd,89,Korean,Stress Relief,Medium,No,Ambient,7:51,Yes
994,A Sky Full of Stars,Coldplay,124,Tamil,Mood Boost,Low,Yes,Devotional,7:52,Yes
995,A Sky Full of Stars,Pharrell Williams,141,Korean,Sleep Aid,High,No,Lo-fi,8:52,Yes
996,Shape of You,Arijit Singh,75,Hindi,Anxiety Relief,Medium,Yes,Lo-fi,6:04,No
997,Nuvole Bianche,Post Malone,123,Instrumental,Anxiety Relief,High,No,Ambient,4:34,Yes
998,Fix You,Leonard Cohen,90,Korean,Period Pain Relief,Medium,Yes,Ambient,7:11,Yes
999,A Sky Full of Stars,Ludovico Einaudi,98,English,Anxiety Relief,Low,Yes,Classical,7:01,Yes
1000,River Flows in You,Pharrell Williams,55,Instrumental,Period Pain Relief,Medium,Yes,Classical,6:09,Partial
